"Ref","Ref Eleitor","Data Cadastro","Data Atualização","Data Solicitação","Descrição","Status","Categoria","Origem","Escritório","Secretaria"
"53150","214246","2025-10-13 15:06:04","2025-10-13 15:06:04","2025-10-13","Velório Antônio Ribeiro da Silva
Passado para assistente social e realizado","Concluído","Outros","WhatsApp","Principal","Ação Social"
"53154","222002","2025-10-13 15:16:01","2025-10-13 15:16:01","2025-10-10","Precisa de um cata treco na rua Simeão Feres
Solicitado","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"53168","222009","2025-10-13 16:55:51","2025-10-13 16:55:51","2025-09-25","Limpeza no ribeirão nos fundos da Rua São João Batista, muito mato, lixo e entulho. 
Indicação 1121","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"53241","222044","2025-10-14 13:36:02","2025-10-14 13:36:02","2025-10-14","Solicita limpeza na beira do rio no bairro Napoleão","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"53253","222055","2025-10-14 14:51:33","2025-10-14 14:51:33","2025-10-13","Adiantar o resultado do exame de sangue e exame de arteriografia","aguardando execuçao","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"53256","222058","2025-10-14 15:33:32","2025-10-14 15:33:32","2025-09-16","Precisa fazer RNM do alto campo do crânio","em analise","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"53257","215995","2025-10-14 15:36:09","2025-10-14 15:36:09","2025-09-21","Solicita ajuda para marcar a cirurgia pterigio
Já verificado e não irá demorar chamar","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Saúde"
"53259","221836","2025-10-14 15:42:16","2025-10-14 15:42:16","2025-09-23","Cirurgia de hérnia umbilical","aguardando execuçao","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53268","222065","2025-10-14 16:16:00","2025-10-14 16:16:00","2025-09-26","Consulta com Neuro ou Psiquiatra
Aguardando para ser chamado","aguardando execuçao","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53409","222158","2025-10-17 10:56:23","2025-10-17 10:56:23","2025-10-16","Avaliação multidisciplinar foi encaminhada para junta reguladora","aguardando execuçao","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53410","222162","2025-10-17 11:06:15","2025-10-17 11:06:15","2025-10-16","Colonoscopia e Biopsia
Cirurgia Hérnia","em analise","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"53411","222164","2025-10-17 11:09:46","2025-10-17 11:09:46","2025-10-16","Consulta Psiquiatra 
Marcado dia 20/10 às 7h na UBS São Francisco Drº Rogério","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53589","222274","2025-10-20 14:55:44","2025-10-20 14:56:52","2025-10-17","Cirurgia de retirada de nódulo na tireóide
Foi encaminhada para defensoria ou câmara técnica para dar entrada","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Saúde"
"53593","221826","2025-10-20 15:13:41","2025-10-20 15:13:41","2025-10-16","Consulta com Psiquiatra
Marcado para o dia 20/10 às 7h na Ubs São Francisco, Drº Rogério","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53594","222164","2025-10-20 15:16:19","2025-10-20 15:16:19","2025-10-15","Consulta Ortopedista 
Marcado para o dia 30/10 às 13h na policlinica do Caic","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53599","222283","2025-10-20 15:29:30","2025-10-20 15:29:30","2025-10-14","Consulta com Oftalmologista","em analise","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"53767","214574","2025-10-22 13:12:15","2025-10-22 13:12:15","2025-10-22","Solicita Exame de Ultrasson 
Marcado para o dia 24/10 às 7h no planejamento familiar","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"53769","211545","2025-10-22 13:15:20","2025-10-22 13:15:20","2025-10-21","Consulta com oftalmologista
Marcado para o dia 28/10 às 7h no Caee","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53770","212451","2025-10-22 13:17:03","2025-10-22 13:17:03","2025-10-21","Consulta com Oftalmologista
Marcado para o dia 23/10 às 7h com Drª Lais","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53772","222399","2025-10-22 13:20:34","2025-10-22 13:20:34","2025-10-21","Precisa de uma declaração de residência para marcar um exame de RNM
A UBS do Gaspar providênciou a Declaração","Concluído","Outros","Pessoal","Principal","Secretaria de Saúde"
"53795","222418","2025-10-22 15:52:04","2025-10-22 15:52:04","2025-10-13","Consulta com Ortopedista
Marcado para dia 16/10 às 13h no Caic","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53798","212900","2025-10-22 15:59:43","2025-10-22 15:59:43","2025-10-13","Consulta com ortopedista
Marcado dia 16/10 às 13h no Caic","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53799","222422","2025-10-22 16:02:45","2025-10-22 16:02:45","2025-10-10","Solicita atendimento com Dentista
Marcado dia 10/10 ás 13h na Ubs do Gaspar Drª Katrine","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53803","222426","2025-10-22 16:19:28","2025-10-22 16:19:28","2025-10-10","Fisioterapia
Aguardando liberar ","aguardando execuçao","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"53854","222478","2025-10-23 14:49:06","2025-10-23 14:49:06","2025-10-14","Solicita limpeza do escadão na rua Claúdio Manoel da Costa (em frente à distribuidora Quintão)
Poda de àrvore na mesma rua nº 91
Indicação 1187","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"53856","222480","2025-10-23 14:57:42","2025-10-23 14:57:42","2025-10-15","Limpeza da Rua Julio César Pereira no Bairro Gaspar
Limpeza realizada","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"53924","222532","2025-10-24 16:02:26","2025-10-24 16:02:26","2025-10-16","Solicita que arrume os brinquedos da praça do Vermelho 2
Indicação 1186","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"53925","216867","2025-10-24 16:07:25","2025-10-24 16:07:25","2025-10-16","Solicita limpeza da pracinha do Santa Terezinha
Indicação 1188
Limpeza realizada","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"53927","222537","2025-10-24 16:19:33","2025-10-24 16:19:33","2025-10-16","Solicita cata treco na parte baixa na Rua Narciso Dias Rabelo nº269
","em analise","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"53990","214246","2025-10-28 15:13:33","2025-10-28 15:13:33","2025-10-17","Fazer indicação das lixeiras quebradas na pracinha do Bairro Santa Terezinha","em analise","Limpeza","Pessoal","Principal","Secretaria de Serviços Urbanos"
"53991","222559","2025-10-28 15:46:58","2025-10-28 15:46:58","2025-10-20","Precisa de vaga na creche da Escola Maria Quitéria para a filha Ayla Goulart Nacy de OLiveira
Foi verificado com a Cristina e matriculada","Concluído","Vaga em Escolas e Creches","WhatsApp","Principal","Secretaria de Educação"
"53996","222562","2025-10-28 16:30:15","2025-10-28 16:30:15","2025-10-21","Solicita um caminhão cata treco na Rua João Feres nº19 Bairro da Gávea, na Igreja Assembléia de Deus 
Foi realizado a retirado dos móveis","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"53998","222563","2025-10-28 16:37:48","2025-10-28 16:37:48","2025-10-21","Precisa de vaga no asilo para o Pai José Roberto Rodrigues Cardoso","aguardando execuçao","Outros","WhatsApp","Principal","Ação Social"
"54033","222585","2025-10-29 14:35:54","2025-10-29 14:35:54","2025-10-28","Velório do Janir José Carneiro
Foi feito auxílio funeral no dia 28/10","Concluído","Outros","WhatsApp","Principal","Ação Social"
"54036","215312","2025-10-29 14:55:54","2025-10-29 14:55:54","2025-10-28","Brinquedos quebrados na pracinha de Itamuri ","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"54037","222589","2025-10-29 15:00:48","2025-10-29 15:00:48","2025-10-28","Brinquedos quebrados na pracinha da Barra","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"54038","222589","2025-10-29 15:02:38","2025-10-29 15:02:38","2025-10-28","Faixa de pedestre em frente a lanchonete do Airton Dornelas","em analise","Outros","WhatsApp","Principal","Secretaria de Trânsito"
"54040","222589","2025-10-29 15:06:17","2025-10-29 15:06:17","2025-10-28","Buraco na Rua Altino Rodrigues Pereira em frente a fábrica de shampoo","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"54041","222589","2025-10-29 15:07:37","2025-10-29 15:07:37","2025-10-28","Faixa de pedestre apagada em frente a escola do bairro Santana","em analise","Outros","WhatsApp","Principal","Secretaria de Trânsito"
"54047","222593","2025-10-29 15:56:15","2025-10-29 15:56:15","2025-10-24","Cosulta com a Doutora Beatriz, Ginecologista","em analise","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"54052","222594","2025-10-29 16:16:01","2025-10-29 16:16:01","2025-10-24","Precisa de Cata Treco na Rua Joana Zém nº06 no Gaspar
Passou hoje no local","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"54054","214246","2025-10-29 16:18:36","2025-10-29 16:18:36","2025-10-24","Verificar a forma de marcação e entrega de exames no laboratório do HSP
As pessoas ficam na fila esperando no sol e chuva
Poucos funcionários
Indicação 1206","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Saúde"
"54055","215028","2025-10-29 16:23:40","2025-10-29 16:23:40","2025-10-23","Precisa de Cesta Básica
Entregue dia 24/10","Concluído","Cestas Básicas","WhatsApp","Principal","Ação Social"
"54079","222609","2025-10-30 14:47:44","2025-10-30 14:47:44","2025-10-30","Precisa de Fisioterapia
Marcado para o dia 10/11 às 10h na Faminas","Concluído","Outros","Pessoal","Principal","Secretaria de Saúde"
"54081","222611","2025-10-30 15:04:03","2025-10-30 15:04:03","2025-10-30","Precisa de Cesta Básica
Solicitado ao Cras da Barra para realizar visita ","Concluído","Cestas Básicas","WhatsApp","Principal","Ação Social"
"55073","223720","2025-11-24 18:21:28","2025-11-24 18:21:28","2025-11-18","Cadastro Econômico nome e Cep das ruas do Bairro Santana III
Ofício 93","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Administração"
"55074","223720","2025-11-24 18:23:12","2025-11-24 18:23:12","2025-11-18","Fazer indicação ao Demutran devido aos horários de ônibus no Santana III
Indicação 1304","aguardando execuçao","Transportes solicitacao de viagens ","Pessoal","Principal","Secretaria de Trânsito"
"55075","223720","2025-11-24 18:25:32","2025-11-24 18:25:32","2025-11-18","Fazer indicação ao Demutran sonorizador no bairro Santana III devido ao fluxo de carro na Avenida Clobio Ribeiro Lopes Nº 197
Indicação 1305","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Trânsito"
"55076","223720","2025-11-24 18:27:03","2025-11-24 18:27:03","2025-11-18","Fazer indicação solicitando capina no bairro Santana III todas as ruas
Indicação 1309","aguardando execuçao","Limpeza","Pessoal","Principal","Secretaria de Serviços Urbanos"
"55077","223720","2025-11-24 18:29:16","2025-11-24 18:29:16","2025-11-18","Fazer indicação das podas de àrvores que estão no fio de alta tensão àrea verde em frente ao nº 420
Oficio energisa 94
Indicação 1307","aguardando execuçao","Outros","Pessoal","Principal","Secretaria do Meio Ambiente"
"55078","223720","2025-11-24 18:31:58","2025-11-24 18:31:58","2025-11-18","Fazer indicação ao setor de obras Jorginho se tem algum terreno da prefeitura para fazer uma praça
Indicação 1308","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Obras"
"55120","223720","2025-11-25 14:01:32","2025-11-25 14:04:21","2025-11-18","Fazer indicação para vereficar a rede pluvial, precisa do número 197 em diante não tem rede pluvial
Indicação 1311","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Serviços Urbanos"
"55121","223720","2025-11-25 14:08:10","2025-11-25 14:08:10","2025-11-18","Oficio ao correio em relação da rota no bairro Santana III
Oficio 95","aguardando execuçao","Outros","Outro","Principal","Controladoria Geral"
"55122","223720","2025-11-25 14:15:12","2025-11-25 14:15:12","2025-11-18","Fazer indicação asfaltamento nas ruas (Rua João Martins de Freitas e Rua Luiz Francisco Minarino)
Indicação 1312","aguardando execuçao","Asfalto","Pessoal","Principal","Secretaria de Serviços Urbanos"
"55123","223720","2025-11-25 14:17:37","2025-11-25 14:17:37","2025-11-18","Oficio para Energisa técnico de campo
Oficio 96","aguardando execuçao","Outros","Pessoal","Principal","Controladoria Geral"
"55378","224005","2025-11-28 15:13:25","2025-11-28 15:13:25","2025-11-28","Desratização no Bairro João XXIII na Rua Farmacéutico José Mostaro nº 600 e 615
Já passado para os responsáveis","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"55382","224008","2025-11-28 15:25:39","2025-11-28 15:25:39","2025-11-27","Pedir para a retirada de galhos, na Rua Sebastião Celestino 435 bairro Safira","aguardando execuçao","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"55383","214246","2025-11-28 15:33:11","2025-11-28 15:33:11","2025-11-27","Fiscalização e manutenção calçada do morro do hospital - Esquina Rua Professor Carvalho e Rua Otavio A. Barroso
Indicação 1316","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Obras"
"55385","224010","2025-11-28 15:39:41","2025-11-28 15:39:41","2025-11-27","Poda de árvore na Rua Coronel Tiburcio nº65 Bairro Barra
Indicação 1317","aguardando execuçao","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"55390","224014","2025-11-28 16:05:29","2025-11-28 16:05:29","2025-11-26","Pediu para verificar a quadra do Bairro Santa Terezinha
Passado para o responsável","Concluído","Outros","WhatsApp","Principal","Secretaria de Esporte"
"55392","224015","2025-11-28 16:13:19","2025-11-28 16:13:19","2025-11-24","Pedir Sonorizador para a Rua Lopo cardoso nº340 Bairro Cardoso de Melo
Indicação 1318","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Trânsito"
"55395","214246","2025-11-28 16:23:56","2025-11-28 16:23:56","2025-11-24","Pedir para fazer a retirada de um cachorro no Bairro Santana 3, mordendo nos moradores
Foi passado para os responsáveis e feita a retirada no CCZ","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"55396","214246","2025-11-28 16:25:49","2025-11-28 16:25:49","2025-11-23","Velório realizado 23/11, foi feito translado pela prefeitura
Starling da Silva Monteiro","Concluído","Outros","WhatsApp","Principal","Secretaria de Administração"
"55399","224018","2025-11-28 16:38:33","2025-11-28 16:38:33","2025-11-19","Solicitando placa de Proibido Estacionar na Rua Santo Antônio
Fazer indicação ao Demutran","aguardando execuçao","Placas, Lombadas e Sinais","WhatsApp","Principal","Secretaria de Trânsito"
"55424","214246","2025-12-01 11:49:29","2025-12-01 11:49:29","2025-12-19","Pedir para fazer desratização e dedetização no bairro Santana 3","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"55425","214246","2025-12-01 11:59:57","2025-12-01 11:59:57","2025-11-18","Precisa de saibo na Rua Projetada H no bairro Gaspar
Já foi passado para Doutor Marcos e Paulinho","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Obras"
"55498","214246","2025-12-02 14:26:10","2025-12-02 14:26:10","2025-10-21","Fazer indicação ao Demutran que estude a mão única no trecho da rua em frente à empresa Hevan Diesel
Indicação 1206","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Trânsito"
"55500","214246","2025-12-02 14:28:13","2025-12-02 14:28:13","2025-10-23","Fazer requerimento de quantitativo de valores de multas arrecadadas em Muriaé
Indicação 112","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Trânsito"
"55501","214246","2025-12-02 14:30:09","2025-12-02 14:30:09","2025-10-23","Saber o fluxo das marcações da consultas nas UBS
Indicação 1218 para secretaria de saude","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Saúde"
"55656","224322","2025-12-04 16:57:17","2025-12-04 16:57:17","2025-11-19","Fazer indicação muro da Rua Geraldo Argemiro da cunha Bairro Santa Luzia
Indicação 1310","aguardando execuçao","Outros","Por telefone","Principal","Secretaria de Obras"
"55687","224360","2025-12-05 15:36:54","2025-12-05 15:36:54","2025-10-30","Fazer indicação limpeza beira do rio 
Avenida Dante Brum, Bairro Dornelas
Indicação 1238","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"55688","224322","2025-12-05 15:43:46","2025-12-05 15:43:46","2025-10-30","Cano estourado no Bairro Santa Luzia, na Rua Geraldo Argemiro da Cunha, em frente ao nº 351","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"55689","214246","2025-12-05 15:51:11","2025-12-05 15:51:35","2025-10-30","Requerimento ao Demutran com relação completa dos horários atualizados das linhas Vermelho, Vermelho II e Nova Muriaé.
Requerimento 113","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Trânsito"
"55691","223720","2025-12-05 16:01:47","2025-12-05 16:01:47","2025-10-30","Fazer indicação pavimentação asfáltica da Rua João Martins de Freitas, Bairro Santana III 
Indicação 1240","aguardando execuçao","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"55692","214246","2025-12-05 16:39:28","2025-12-22 10:44:09","2025-10-31","Fazer indicação melhorias acesso à rampa de entrada da UBS do Bairro Primavera
Indicação 1236","Concluído","Outros","Pessoal","Principal","Secretaria de Obras"
"55699","224375","2025-12-08 08:52:55","2025-12-08 08:52:55","2025-10-30","_Fazer indicação, limpeza e manutenção das poltronas dos ônibus que atende o itinerário Muriaé e Distrito de Vermelho 
_Foi feita indicação ","aguardando execuçao","Transportes solicitacao de viagens ","Pessoal","Principal","Secretaria de Transporte"
"55724","214246","2025-12-08 13:21:05","2025-12-08 13:21:05","2025-12-08","Postes da pracinha parte alta Bairro Gaspar pedir para arrumar lâmpadas apagadas
Passado para Nadine","aguardando execuçao","Iluminação","Pessoal","Principal","Secretaria de Serviços Urbanos"
"55726","221837","2025-12-08 13:31:11","2025-12-09 14:12:18","2025-12-05","Postes apagados na rua 1º de maio (devido a chuva) em frente ao nº 09, 89,143,145 bairro Gaspar","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"55727","224463","2025-12-08 13:40:48","2025-12-08 13:40:48","2025-12-04","Fazer indicação dedetização na rua Doutor Francisco Assis de Carvalho Bairro Bom Pastor","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"55728","224464","2025-12-08 13:47:28","2025-12-08 13:47:28","2025-12-02","Transporte para a consulta em Juiz de Fora no dia 04/12
Marcado para o dia 04/12 às 9h","Concluído","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Transporte"
"55729","224465","2025-12-08 13:58:04","2025-12-08 13:58:04","2025-12-02","Vaga na creche da E. M. Ricardo Oliveira Morais no Bairro Safira, para o filho Davi de 1 ano e 5 meses
Verificado com a Cristina e encaminhado a mãe para a matrícula","Concluído","Vaga em Escolas e Creches","WhatsApp","Principal","Secretaria de Educação"
"55730","224466","2025-12-08 14:11:33","2025-12-08 14:11:33","2025-12-01","Fazer indicação escadão do Bairro Santo Antônio, reparo na escada, corrimão, beco vila São Paulo","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"55731","224469","2025-12-08 15:27:57","2025-12-08 15:27:57","2025-11-19","Desratização na Rua São João Batista Bairro Gaspar
Realizado dia 28/11/25","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"55738","215537","2025-12-08 16:41:53","2025-12-08 16:41:53","2025-11-18","Precisa de uma palestrante para um movimento Civico na Escola Estadual Bairro São Pedro
Foi passado para Eliane Planejamento Familiar","Concluído","Outros","WhatsApp","Principal","Ação Social"
"55817","224375","2025-12-09 14:15:15","2025-12-09 14:15:15","2025-11-17","Solicita Cata treco no Vermelho 2","em analise","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56227","225133","2025-12-18 09:46:19","2025-12-18 09:46:19","2025-10-02","cirrurgia de nariz pelo TFD","aguardando execuçao","Exames de sangue","Pessoal","Principal",NULL
"56229","215819","2025-12-18 09:49:19","2025-12-18 09:49:19","2025-12-18","consulta - Bernardo Santos Carvalho, UBS  Santa Terezinha. Dra Tais","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56230","216122","2025-12-18 09:51:59","2025-12-18 09:51:59","2025-10-07","consulta ortopedista 09-10 CAIC","Concluído","Exames de sangue","Instagram","Principal","Secretaria de Saúde"
"56231","221946","2025-12-18 09:54:21","2025-12-18 09:54:21","2025-10-07","consulta ortopedista 22-10. Dr Davi Leite","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56235","225140","2025-12-18 10:26:14","2025-12-18 10:26:14","2025-10-07","cadeira de rodas para a mãe","Concluído","Auxilio Doença","Pessoal","Principal","Ação Social"
"56236","225141","2025-12-18 10:28:47","2025-12-18 10:28:47","2025-10-07","Exame no Planejamento familiar dia 08-10","Concluído","Exames de sangue","Pessoal","Principal",NULL
"56237","225143","2025-12-18 10:31:23","2025-12-18 10:31:23","2025-10-08","FISIOTERAPIA","Concluído","Exames de sangue","Pessoal","Principal","Ação Social"
"56240","225144","2025-12-18 10:33:50","2025-12-18 10:33:50","2025-10-08","ADIANTAR CIRURGIA DE VISICULA","em analise","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56241","225145","2025-12-18 10:38:03","2025-12-18 10:38:03","2025-10-08","PSICOLOGA","em analise","Atendimento médico em ubs clinico geral","Pessoal","Principal","Ação Social"
"56242","225144","2025-12-18 10:39:37","2025-12-18 10:39:37","2025-10-09","CIRURGIA DE VISICULA","em analise","Atendimento médico em ubs clinico geral","Pessoal","Principal",NULL
"56245","225147","2025-12-18 10:41:43","2025-12-18 10:41:43","2025-10-09","CONSULTA COM DR CLÁUDIO ROGÉRIO","Concluído","Exames de sangue","Pessoal","Principal",NULL
"56246","225148","2025-12-18 10:44:45","2025-12-18 10:44:45","2025-10-09","EXAME DE SANGUE NO LABORATORIO MUNICIPAL E ECOCARDIOGRAMA","Concluído","Exames de sangue","Pessoal","Principal",NULL
"56249","225152","2025-12-18 10:48:05","2025-12-18 10:48:05","2025-10-22","OPERAÇÃO DE HÉRNIA, ENCAMINHADOA SECRETARIA DE SAÚDE","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal",NULL
"56250","222593","2025-12-18 10:51:37","2025-12-18 10:51:37","2025-11-04","CONSULTA DRA BEATRIZ 24-11,  UBS PRIMAVERA","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal",NULL
"56254","225158","2025-12-18 11:18:15","2025-12-18 11:18:15","2025-11-03","COLOCAR IMPLANON","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal",NULL
"56255","225163","2025-12-18 11:23:56","2025-12-18 11:23:56","2025-11-03","EXAME DE SANGUE","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56256","225166","2025-12-18 11:26:59","2025-12-18 11:26:59","2025-11-03","COLONOSPIA","Concluído","Exames de sangue","Pessoal","Principal",NULL
"56258","225169","2025-12-18 11:31:05","2025-12-18 11:31:05","2025-11-03","ECOCARDIOGRAMA TRANSTORAXICA","Concluído","Exames de sangue","Pessoal","Principal",NULL
"56260","225170","2025-12-18 11:36:52","2025-12-18 11:36:52","2025-11-03","HUGO SORRENTINO MENEZES MARGUES - FOI ENCAMINHADO PARA JUNTA REGULADORA. AUTISTA SÍNDROME DE ISAC E FALTA DE OXIGENIO","em analise","Vaga em Escolas e Creches","Pessoal","Principal",NULL
"56264","216228","2025-12-18 13:12:57","2025-12-18 13:12:57","2025-12-09","Pedir para fazer dedetização muitos escorpiões na Rua Rosely Fintelman Zem Bairro Gaspar","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56265","214246","2025-12-18 13:15:30","2025-12-22 09:12:24","2025-12-09","Cata treco no Gaspar","Concluído","Outros","Pessoal","Principal","Secretaria de Serviços Urbanos"
"56266","214246","2025-12-18 13:51:07","2025-12-18 13:51:55","2025-12-08","Postes apagados na Br116 próximo ao radar que dar acesso ao Bairro gaspar
Passado para Nadine e feito o cadastro da solicitação","aguardando execuçao","Iluminação","Pessoal","Principal","Secretaria de Serviços Urbanos"
"56267","214246","2025-12-18 13:56:07","2025-12-18 13:56:07","2025-12-08","Postes apagados no distrito de Itamuri","aguardando execuçao","Iluminação","Pessoal","Principal","Secretaria de Serviços Urbanos"
"56314","225221","2025-12-22 09:15:17","2025-12-22 09:15:17","2025-11-05","RNM DA COLUNA TORÁXICA","em analise","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56315","225222","2025-12-22 09:18:42","2025-12-22 09:18:42","2025-11-05","CONSULTA COM NEUROLOGISTA, MARCADO PARA O DIA 06-11 ÁS 7 HORAS COM A DRA. THAIS","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56316","225223","2025-12-22 09:25:14","2025-12-22 09:25:14","2025-11-05","PRECISA FAZER CIRURGIA RINOFIMA E DEFOMIDADE. FOI ENCAMINHADA A DA ENTRADA NA DEFENSORIA PÚBLICA","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56318","225224","2025-12-22 09:28:02","2025-12-22 09:28:02","2025-11-07","CONSULTA NA FUNDAÇÃO, MARCADO 25-11 ÁS 10 HORAS","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56319","225225","2025-12-22 09:30:13","2025-12-22 09:30:13","2025-11-07","PRECISA DE CONSULTA COM NEUROLOGISTA","em analise","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56320","225227","2025-12-22 09:35:14","2025-12-22 09:35:14","2025-11-11","EXAME DE SANGUE DIA 14/11","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56321","225229","2025-12-22 09:41:17","2025-12-22 09:41:17","2025-11-11","EXAME DE SANGUE MARCADO PARA DIA 14/11","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56322","225231","2025-12-22 09:45:03","2025-12-22 09:45:03","2025-11-11","USG DE ABDOMEN TOTAL, DIA 12/11 NO PLANEJAMENTO FAMILIAR","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56324","225240","2025-12-22 10:23:16","2025-12-22 10:23:16","2025-10-10","_Foi passado para os responsáveis e feito","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56325","225241","2025-12-22 10:23:57","2025-12-22 10:23:57","2025-11-17","CONSULTA OTORINO 26/11 8HORAS UBS PORTO","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56326","225242","2025-12-22 10:27:15","2025-12-22 10:27:15","2025-11-17","CONSULTA GINICOLOGISTA DIA 01/12 AS 7 HORAS NA UBS PRIMAVERA","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56327","214246","2025-12-22 10:27:52","2025-12-22 10:27:52","2025-10-15","_Fazer requerimento detalhado sobre o andamento da obra de reforma e ampliação do HSP ","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Administração"
